shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
14S-48-AB-E,45.646457,-73.582171,37
14S-43-AB-E,45.646457,-73.582171,64
14S-448-PM-O,45.64798,-73.567194,5
14S-448-AM-O,45.64798,-73.567194,5
14S-353-01-O,45.64798,-73.567194,3
14S-48-GC-O,45.64798,-73.567194,5
14S-48-GB-O,45.64798,-73.567194,3
14S-48-AC-O,45.64798,-73.567194,5
14S-48-AB-O,45.64798,-73.567194,3
14S-372-SO-O,45.504828,-73.642782,107
14S-369-01-N,45.504828,-73.642782,32
14S-92-JO-O,45.504828,-73.642782,23
14S-372-SO-E,45.503949,-73.64324,11
14S-372-LC-E,45.503949,-73.64324,11
14S-369-01-S,45.503949,-73.64324,6
14S-92-JO-E,45.503949,-73.64324,15
14S-102-01-E,45.475169,-73.618198,22
14S-180-JO-O,45.552809,-73.662369,4
14S-97-JO-O,45.552622,-73.552456,2
14S-358-01-O,45.520931,-73.550473,12
14S-405-01-O,45.410285,-73.911474,48
14S-211-01-O,45.410285,-73.911474,90
14S-200-01-O,45.410285,-73.911474,42
14S-411-HE-O,45.40514,-73.933508,43
14S-411-01-O,45.40514,-73.933508,68
14S-405-01-O,45.40514,-73.933508,54
14S-211-01-O,45.40514,-73.933508,96
14S-200-01-O,45.40514,-73.933508,48
14S-411-HE-O,45.417464,-73.916722,35
14S-411-01-O,45.417464,-73.916722,60
14S-219-01-E,45.421846,-73.917315,4
14S-354-01-E,45.407217,-73.955749,3
14S-212-01-E,45.407217,-73.955749,24
14S-212-01-E,45.40303,-73.942943,32
14S-405-01-E,45.405043,-73.933702,7
14S-211-01-E,45.405043,-73.933702,4
14S-200-01-E,45.405043,-73.933702,4
14S-419-01-O,45.42385,-73.932626,27
14S-188-AM-O,45.599281,-73.607035,4
14S-136-01-S,45.599281,-73.607035,4
14S-136-01-S,45.600189,-73.606188,3
14S-188-AM-E,45.591197,-73.60474,26
14S-192-JO-O,45.576281,-73.604057,32
14S-192-JO-O,45.575081,-73.602947,33
14S-188-PM-E,45.579095,-73.600337,20
14S-188-AM-E,45.579095,-73.600337,19
14S-136-01-N,45.579095,-73.600337,24
14S-188-AM-E,45.599763,-73.598738,30
14S-432-PM-N,45.58741,-73.59681,6
14S-432-HC-N,45.58741,-73.59681,6
14S-353-01-E,45.58741,-73.59681,48
14S-32-01-N,45.58741,-73.59681,30
14S-188-AM-E,45.600538,-73.595578,32
14S-33-SO-S,45.600538,-73.595578,33
14S-33-LC-S,45.600538,-73.595578,6
14S-33-JO-S,45.600538,-73.595578,33
14S-188-AM-E,45.600222,-73.59333,33
14S-192-JO-O,45.59087,-73.593637,23
14S-192-JO-O,45.592539,-73.591977,22
14S-192-JO-E,45.603073,-73.590604,40
14S-192-JO-E,45.594503,-73.589825,34
14S-188-PM-E,45.575527,-73.587018,16
14S-188-AM-E,45.575527,-73.587018,15
14S-136-01-N,45.575527,-73.587018,20
14S-372-SO-E,45.572575,-73.586152,55
14S-188-PM-E,45.572575,-73.586152,14
14S-188-AM-E,45.572575,-73.586152,13
14S-141-JO-E,45.572575,-73.586152,13
14S-193-01-E,45.591926,-73.584185,43
14S-131-HP-S,45.580969,-73.580475,8
14S-131-01-S,45.580969,-73.580475,4
14S-353-01-E,45.58332,-73.580556,43
14S-32-01-N,45.58332,-73.580556,25
14S-372-SO-O,45.587162,-73.578958,46
14S-141-JO-O,45.587162,-73.578958,36
14S-141-AM-O,45.587162,-73.578958,13
14S-460-PM-E,45.59349,-73.577143,84
14S-460-AM-E,45.59349,-73.577143,76
14S-372-SO-E,45.591848,-73.575079,66
14S-141-JO-E,45.591848,-73.575079,24
14S-95-01-E,45.584214,-73.571205,33
14S-43-AB-E,45.584535,-73.647291,12
14S-135-PM-N,45.535674,-73.640513,12
14S-135-AM-S,45.535674,-73.640513,22
14S-52-PM-O,45.535674,-73.640513,7
14S-52-PM-E,45.535674,-73.640513,1
14S-52-AM-O,45.535674,-73.640513,10
14S-52-AM-E,45.535674,-73.640513,1
14S-420-PM-O,45.469331,-73.641686,26
14S-138-01-O,45.469331,-73.641686,39
14S-104-01-O,45.469331,-73.641686,34
14S-378-01-O,45.572022,-73.638678,4
14S-121-01-O,45.572022,-73.638678,4
14S-41-01-O,45.572022,-73.638678,42
14S-66-PM-S,45.476032,-73.640512,6
14S-66-JO-S,45.476032,-73.640512,6
14S-146-SW-O,45.555335,-73.637769,12
14S-146-JO-O,45.555335,-73.637769,11
14S-370-01-E,45.492492,-73.639212,24
14S-161-01-E,45.492492,-73.639212,22
14S-116-01-N,45.447548,-73.649933,22
14S-448-AM-E,45.625028,-73.569059,26
14S-448-AM-E,45.626067,-73.571734,28
14S-448-PM-O,45.62613,-73.572208,16
14S-448-PM-O,45.624823,-73.568524,18
14S-213-01-O,45.502595,-73.755225,31
14S-109-01-S,45.450031,-73.62154,10
14S-195-01-E,45.442912,-73.634882,72
14S-195-01-O,45.4429,-73.635145,22
14S-70-AC-E,45.512014,-73.691861,34
14S-70-AB-E,45.512014,-73.691861,12
14S-70-AC-O,45.512009,-73.692113,6
14S-70-AB-O,45.512009,-73.692113,6
14S-217-01-E,45.458903,-73.834819,46
14S-43-AB-O,45.658099,-73.569263,2
14S-449-HC-N,45.663095,-73.535837,57
14S-183-01-E,45.663095,-73.535837,26
14S-49-01-O,45.663095,-73.535837,6
14S-49-01-E,45.663095,-73.535837,62
14S-39-JO-O,45.624261,-73.550065,2
14S-39-JO-O,45.620576,-73.55458,4
14S-39-JO-O,45.620746,-73.556753,5
14S-39-JO-O,45.619197,-73.558052,6
14S-39-JO-O,45.614364,-73.564796,11
14S-28-01-N,45.614364,-73.564796,37
14S-39-JO-O,45.61758,-73.572402,13
14S-39-JO-O,45.61906,-73.575821,14
14S-39-JO-O,45.612205,-73.596095,32
14S-39-JO-O,45.611454,-73.603599,38
14S-39-JO-O,45.609001,-73.601203,39
14S-39-JO-O,45.603754,-73.600933,42
14S-39-JO-O,45.596206,-73.613975,48
14S-39-JO-O,45.592849,-73.616004,49
14S-371-01-N,45.485543,-73.580851,5
14S-350-01-O,45.485543,-73.580851,38
14S-108-01-O,45.485543,-73.580851,3
14S-103-JO-E,45.474908,-73.642162,10
14S-66-PM-S,45.474908,-73.642162,5
14S-66-JO-S,45.474908,-73.642162,5
14S-51-JO-O,45.476365,-73.636922,48
14S-162-01-E,45.462432,-73.670389,9
14S-138-01-E,45.480111,-73.670641,7
14S-104-01-E,45.480111,-73.670641,7
14S-162-01-E,45.461623,-73.668239,10
14S-103-JO-O,45.457662,-73.666489,36
14S-103-AC-O,45.457662,-73.666489,37
14S-160-01-E,45.529354,-73.604736,40
14S-168-LC-N,45.46715,-73.54601,1
14S-160-01-E,45.531174,-73.603044,41
14S-15-JO-O,45.490379,-73.584086,31
14S-119-01-S,45.518539,-73.644434,11
14S-119-01-N,45.518539,-73.644434,42
14S-360-01-O,45.511411,-73.578456,26
14S-144-01-O,45.511411,-73.578456,12
14S-747-01-E,45.506338,-73.563573,26
14S-435-JO-E,45.506338,-73.563573,41
14S-430-PM-E,45.506338,-73.563573,6
14S-427-PM-E,45.506338,-73.563573,10
14S-410-PM-E,45.506338,-73.563573,6
14S-364-01-E,45.506338,-73.563573,13
14S-358-01-E,45.506338,-73.563573,15
14S-355-01-N,45.506338,-73.563573,13
14S-350-01-E,45.506338,-73.563573,113
14S-150-01-E,45.506338,-73.563573,13
14S-80-01-S,45.506338,-73.563573,33
14S-15-JO-E,45.506338,-73.563573,14
14S-90-01-E,45.442967,-73.653065,22
14S-70-AC-O,45.490062,-73.725006,37
14S-70-AC-O,45.492107,-73.724792,36
14S-75-01-N,45.501036,-73.55988,3
14S-61-01-O,45.501036,-73.55988,9
14S-33-SO-S,45.582776,-73.510144,65
14S-22-01-E,45.582776,-73.510144,23
14S-168-JO-N,45.448841,-73.552495,3
14S-12-01-N,45.448841,-73.552495,2
14S-168-JO-S,45.450805,-73.549658,39
14S-12-01-S,45.450805,-73.549658,31
14S-168-JO-S,45.448966,-73.552202,40
14S-12-01-S,45.448966,-73.552202,32
14S-350-01-E,45.462647,-73.567,83
14S-61-01-E,45.462647,-73.567,11
14S-58-01-E,45.462647,-73.567,40
14S-61-01-O,45.461643,-73.567174,30
14S-58-01-O,45.461643,-73.567174,7
14S-370-01-E,45.520177,-73.615048,40
14S-368-01-E,45.520177,-73.615048,61
14S-161-01-E,45.520177,-73.615048,38
14S-160-01-E,45.520177,-73.615048,29
14S-70-AC-E,45.513859,-73.710178,23
14S-70-AB-E,45.513859,-73.710178,3
14S-409-PM-S,45.490228,-73.743155,35
14S-409-AM-S,45.490228,-73.743155,39
14S-376-01-E,45.490228,-73.743155,43
14S-216-01-E,45.490228,-73.743155,22
14S-168-LC-N,45.489417,-73.543629,51
14S-168-JO-N,45.489417,-73.543629,37
14S-162-01-E,45.454514,-73.64177,19
14S-97-LC-O,45.516063,-73.589621,23
14S-97-JO-O,45.516063,-73.589621,43
14S-97-JO-E,45.516063,-73.589621,1
14S-370-01-O,45.596528,-73.534266,1
14S-370-01-E,45.596528,-73.534266,92
14S-18-JO-O,45.596528,-73.534266,1
14S-18-JO-E,45.596528,-73.534266,60
14S-364-01-E,45.596784,-73.534612,67
14S-185-01-E,45.596784,-73.534612,36
14S-18-JO-E,45.596784,-73.534612,59
14S-32-01-S,45.576911,-73.546935,39
14S-29-LC-E,45.546846,-73.551213,17
14S-29-JO-O,45.546846,-73.551213,1
14S-29-JO-E,45.546846,-73.551213,45
14S-467-JO-N,45.559939,-73.600522,8
14S-357-01-N,45.559939,-73.600522,28
14S-67-JO-N,45.559939,-73.600522,19
14S-372-SO-E,45.558644,-73.598364,46
14S-372-LC-E,45.558644,-73.598364,46
14S-93-01-E,45.558644,-73.598364,23
14S-372-SO-O,45.553759,-73.602048,70
14S-93-01-O,45.553759,-73.602048,10
14S-372-SO-E,45.538932,-73.613794,31
14S-372-LC-E,45.538932,-73.613794,31
14S-93-01-E,45.538932,-73.613794,9
14S-92-JO-E,45.538932,-73.613794,35
14S-370-01-O,45.494094,-73.637988,71
14S-161-01-O,45.494094,-73.637988,28
14S-460-PM-E,45.546093,-73.637733,61
14S-460-AM-E,45.546093,-73.637733,55
14S-495-01-O,45.446253,-73.603021,12
14S-36-JO-O,45.446253,-73.603021,51
14S-36-JO-E,45.446253,-73.603021,1
14S-109-01-S,45.446041,-73.604821,1
14S-109-01-N,45.446041,-73.604821,50
14S-78-01-O,45.446041,-73.604821,44
14S-370-01-O,45.513669,-73.621045,61
14S-161-01-O,45.513669,-73.621045,18
14S-52-AM-O,45.54046,-73.637201,5
14S-371-01-N,45.48828,-73.638873,31
14S-17-01-N,45.48828,-73.638873,25
14S-371-01-S,45.487501,-73.638377,46
14S-17-01-S,45.487501,-73.638377,25
14S-51-JO-E,45.474956,-73.637954,15
14S-54-HE-E,45.557452,-73.635458,23
14S-54-01-E,45.557452,-73.635458,43
14S-129-SO-S,45.487885,-73.636773,4
14S-129-S2-S,45.487885,-73.636773,6
14S-129-JO-S,45.487885,-73.636773,6
14S-129-SO-N,45.487647,-73.637293,45
14S-129-S2-N,45.487647,-73.637293,50
14S-129-JO-N,45.487647,-73.637293,52
14S-54-HE-E,45.554719,-73.634639,21
14S-54-01-E,45.554719,-73.634639,41
14S-30-01-S,45.549196,-73.635585,13
14S-435-JO-O,45.502504,-73.63555,65
14S-369-01-N,45.502504,-73.63555,30
14S-165-JO-N,45.502504,-73.63555,24
14S-160-01-E,45.502504,-73.63555,11
14S-368-01-O,45.493543,-73.635555,65
14S-124-01-N,45.493543,-73.635555,26
14S-160-01-E,45.501815,-73.63496,10
14S-162-01-O,45.461795,-73.635303,14
14S-138-01-O,45.466812,-73.635067,37
14S-104-01-O,45.466812,-73.635067,32
14S-371-01-S,45.485801,-73.634836,48
14S-17-01-S,45.485801,-73.634836,27
14S-361-01-S,45.543439,-73.63255,18
14S-31-01-S,45.543439,-73.63255,19
14S-160-01-O,45.505561,-73.6332,33
14S-372-SO-O,45.512931,-73.633132,103
14S-92-JO-O,45.512931,-73.633132,19
14S-162-01-O,45.463874,-73.633498,13
14S-372-SO-O,45.514148,-73.632021,102
14S-92-JO-O,45.514148,-73.632021,18
14S-370-01-O,45.500999,-73.632192,68
14S-161-01-O,45.500999,-73.632192,25
14S-30-01-N,45.547766,-73.63051,44
14S-162-01-E,45.464945,-73.632204,27
14S-368-01-O,45.491368,-73.630679,63
14S-124-01-N,45.491368,-73.630679,24
14S-359-01-N,45.557518,-73.628342,35
14S-45-01-N,45.557518,-73.628342,35
14S-43-AB-O,45.584764,-73.647232,57
14S-380-LC-E,45.593732,-73.644038,23
14S-380-01-E,45.593732,-73.644038,68
14S-69-01-E,45.593732,-73.644038,54
14S-380-LC-E,45.594586,-73.64331,24
14S-380-01-E,45.594586,-73.64331,69
14S-69-01-E,45.594586,-73.64331,55
14S-43-AB-O,45.587031,-73.642827,55
14S-140-LL-O,45.607808,-73.638369,2
14S-140-01-O,45.607808,-73.638369,1
14S-140-01-E,45.607808,-73.638369,49
14S-49-AM-O,45.601666,-73.638208,44
14S-49-01-O,45.601666,-73.638208,58
14S-48-GC-O,45.601666,-73.638208,41
14S-48-GB-O,45.601666,-73.638208,39
14S-48-AC-O,45.601666,-73.638208,37
14S-48-AB-O,45.601666,-73.638208,35
14S-380-LC-E,45.60044,-73.637796,27
14S-380-01-E,45.60044,-73.637796,72
14S-69-01-E,45.60044,-73.637796,58
14S-116-01-S,45.447327,-73.649887,11
14S-370-01-O,45.473795,-73.663259,92
14S-162-01-E,45.473795,-73.663259,2
14S-161-01-O,45.473795,-73.663259,48
14S-162-01-O,45.47625,-73.661374,50
14S-103-JO-O,45.466739,-73.652996,25
14S-103-AC-O,45.466739,-73.652996,26
14S-103-JO-E,45.46983,-73.649617,6
14S-138-01-O,45.470852,-73.668144,57
14S-138-01-E,45.470852,-73.668144,1
14S-104-01-O,45.470852,-73.668144,52
14S-104-01-E,45.470852,-73.668144,1
14S-162-01-E,45.45474,-73.650342,15
14S-90-01-O,45.44266,-73.650236,42
14S-116-01-N,45.447692,-73.648696,19
14S-123-01-N,45.444022,-73.647418,33
14S-116-01-N,45.444022,-73.647418,13
14S-90-01-E,45.444022,-73.647418,28
14S-191-01-E,45.445193,-73.641589,65
14S-58-01-E,45.437746,-73.590117,22
14S-58-01-O,45.439192,-73.589482,23
14S-112-01-E,45.452781,-73.581976,42
14S-108-01-O,45.450378,-73.576916,33
14S-108-01-O,45.45481,-73.576518,31
14S-37-01-S,45.46221,-73.575931,33
14S-108-01-O,45.46642,-73.573718,24
14S-350-01-O,45.452622,-73.572407,62
14S-107-JO-S,45.452622,-73.572407,38
14S-350-01-O,45.45694,-73.571996,60
14S-107-JO-S,45.45694,-73.571996,36
14S-107-JO-N,45.467239,-73.570911,14
14S-107-JO-N,45.470349,-73.570541,16
14S-58-01-E,45.450243,-73.568108,32
14S-61-01-O,45.454695,-73.567858,34
14S-58-01-O,45.454695,-73.567858,11
14S-37-01-N,45.462883,-73.566796,41
14S-350-01-O,45.462835,-73.567038,55
14S-61-01-O,45.462835,-73.567038,29
14S-58-01-O,45.462835,-73.567038,6
14S-71-01-S,45.471251,-73.563842,32
14S-61-01-O,45.471251,-73.563842,26
14S-427-PM-E,45.526221,-73.587665,21
14S-361-01-N,45.526221,-73.587665,23
14S-30-01-N,45.526221,-73.587665,17
14S-51-JO-E,45.526066,-73.587866,51
14S-191-01-E,45.476637,-73.588393,88
14S-36-JO-E,45.476637,-73.588393,36
14S-191-01-O,45.472884,-73.588753,13
14S-36-JO-O,45.472884,-73.588753,28
14S-78-01-E,45.459212,-73.588145,18
14S-47-01-O,45.537249,-73.586006,17
14S-487-PM-E,45.650377,-73.502686,13
14S-219-01-O,45.466191,-73.832149,1
14S-219-01-E,45.466191,-73.832149,57
14S-217-01-O,45.466191,-73.832149,1
14S-217-01-E,45.466191,-73.832149,62
14S-78-01-O,45.484018,-73.583037,5
14S-40-01-E,45.659622,-73.517402,34
14S-131-HP-S,45.583104,-73.584132,1
14S-131-HP-N,45.583104,-73.584132,16
14S-86-SO-E,45.659008,-73.513328,57
14S-86-01-E,45.659008,-73.513328,59
14S-86-SO-E,45.658937,-73.512275,58
14S-86-01-E,45.658937,-73.512275,60
14S-86-SO-E,45.658428,-73.50909,59
14S-86-01-E,45.658428,-73.50909,61
14S-86-SO-O,45.658691,-73.509712,52
14S-86-01-O,45.658691,-73.509712,52
14S-86-SO-O,45.659118,-73.512859,53
14S-86-01-O,45.659118,-73.512859,53
14S-86-SO-O,45.655974,-73.516155,56
14S-86-01-O,45.655974,-73.516155,56
14S-30-01-S,45.512809,-73.553169,57
14S-30-01-S,45.515255,-73.552096,58
14S-30-01-N,45.515255,-73.552096,1
14S-30-01-N,45.51345,-73.554236,2
14S-125-JO-E,45.556983,-73.53687,39
14S-357-01-N,45.557868,-73.595031,26
14S-67-JO-N,45.557868,-73.595031,17
14S-45-LL-S,45.568363,-73.653847,1
14S-86-SO-E,45.655413,-73.516152,53
14S-86-01-E,45.655413,-73.516152,55
14S-448-PM-O,45.654286,-73.554023,1
14S-448-PM-E,45.654286,-73.554023,46
14S-448-AM-O,45.654286,-73.554023,1
14S-448-AM-E,45.654286,-73.554023,45
14S-496-01-E,45.438561,-73.663788,25
14S-491-AM-E,45.438561,-73.663788,9
14S-356-SO-E,45.438561,-73.663788,65
14S-195-01-E,45.438561,-73.663788,55
14S-191-01-E,45.438561,-73.663788,55
14S-90-01-E,45.438561,-73.663788,12
14S-195-01-E,45.441919,-73.698961,27
14S-491-PM-O,45.440404,-73.652251,18
14S-356-SO-O,45.440404,-73.652251,97
14S-195-01-O,45.440404,-73.652251,33
14S-191-01-O,45.440404,-73.652251,32
14S-90-01-O,45.440404,-73.652251,45
14S-356-SO-E,45.43697,-73.659117,68
14S-195-01-E,45.43697,-73.659117,58
14S-191-01-E,45.43697,-73.659117,58
14S-90-01-E,45.43697,-73.659117,15
14S-196-01-S,45.467705,-73.699311,24
14S-196-01-S,45.454769,-73.698494,35
14S-195-01-E,45.434809,-73.677587,42
14S-46-AC-O,45.526636,-73.587101,1
14S-46-AB-O,45.526636,-73.587101,1
14S-46-AB-E,45.526636,-73.587101,15
14S-372-SO-E,45.539601,-73.613473,32
14S-372-LC-E,45.539601,-73.613473,32
14S-22-01-O,45.567576,-73.522804,38
14S-95-01-O,45.539428,-73.612751,44
14S-95-01-E,45.539428,-73.612751,1
14S-13-01-N,45.548029,-73.624185,13
14S-13-01-N,45.549206,-73.626871,14
14S-372-SO-E,45.496967,-73.653602,5
14S-372-LC-E,45.496967,-73.653602,5
14S-92-JO-E,45.496967,-73.653602,9
14S-371-01-S,45.488415,-73.640451,45
14S-17-01-S,45.488415,-73.640451,24
14S-71-01-N,45.479199,-73.55623,13
14S-57-01-E,45.479199,-73.55623,31
14S-71-01-S,45.478592,-73.549959,23
14S-57-01-O,45.478592,-73.549959,10
14S-380-LC-E,45.61934,-73.610337,43
14S-380-01-E,45.61934,-73.610337,88
14S-69-01-E,45.61934,-73.610337,74
14S-49-01-E,45.61934,-73.610337,24
14S-43-AB-E,45.61934,-73.610337,49
14S-449-AM-N,45.657608,-73.529616,40
14S-183-01-E,45.657608,-73.529616,22
14S-86-SO-O,45.652546,-73.517245,58
14S-86-01-O,45.652546,-73.517245,58
14S-427-AM-O,45.539396,-73.575662,8
14S-27-LC-O,45.539396,-73.575662,1
14S-27-JO-O,45.539396,-73.575662,12
14S-36-JO-O,45.476557,-73.588582,23
14S-401-PM-N,45.462936,-73.884725,31
14S-401-AM-S,45.461367,-73.8943,18
14S-218-01-E,45.461367,-73.8943,2
14S-68-SO-O,45.461367,-73.8943,89
14S-68-AC-E,45.461367,-73.8943,21
14S-68-AB-E,45.461367,-73.8943,12
14S-207-01-N,45.483023,-73.862636,21
14S-470-PM-O,45.465025,-73.891804,46
14S-470-AM-O,45.465025,-73.891804,43
14S-470-AM-E,45.465025,-73.891804,1
14S-468-01-O,45.465025,-73.891804,65
14S-468-01-E,45.465025,-73.891804,1
14S-401-AM-S,45.465025,-73.891804,16
14S-218-01-O,45.465025,-73.891804,33
14S-213-01-O,45.514719,-73.828547,48
14S-68-AC-O,45.45956,-73.924098,76
14S-380-01-O,45.600935,-73.637451,28
14S-69-01-O,45.600935,-73.637451,20
14S-355-01-N,45.589131,-73.635242,83
14S-139-JO-N,45.589131,-73.635242,44
14S-355-01-S,45.588363,-73.634909,14
14S-140-LL-O,45.588363,-73.634909,18
14S-140-01-O,45.588363,-73.634909,17
14S-139-JO-S,45.588363,-73.634909,9
14S-140-LL-O,45.603767,-73.633659,5
14S-140-01-O,45.603767,-73.633659,4
14S-140-01-E,45.590374,-73.633023,35
14S-43-AB-E,45.590374,-73.633023,21
14S-355-01-S,45.58557,-73.63173,17
14S-440-AM-O,45.588824,-73.631026,14
14S-39-JO-E,45.588824,-73.631026,4
14S-32-01-S,45.615962,-73.629924,7
14S-353-01-O,45.61777,-73.628749,29
14S-48-GC-O,45.61777,-73.628749,33
14S-48-GB-O,45.61777,-73.628749,31
14S-48-AC-O,45.61777,-73.628749,29
14S-48-AB-O,45.61777,-73.628749,27
14S-43-AB-O,45.592849,-73.628772,46
14S-353-01-E,45.613377,-73.626854,61
14S-49-AM-O,45.613377,-73.626854,35
14S-49-01-O,45.613377,-73.626854,49
14S-32-01-N,45.613377,-73.626854,43
14S-439-AM-S,45.621376,-73.625385,5
14S-432-AM-S,45.621376,-73.625385,13
14S-353-01-O,45.621376,-73.625385,27
14S-48-GC-O,45.621376,-73.625385,31
14S-48-GB-O,45.621376,-73.625385,29
14S-48-AC-O,45.621376,-73.625385,27
14S-48-AB-O,45.621376,-73.625385,25
14S-432-AM-S,45.611746,-73.625537,18
14S-353-01-O,45.611746,-73.625537,34
14S-32-01-S,45.611746,-73.625537,10
14S-33-SO-N,45.625281,-73.623227,59
14S-33-JO-N,45.625281,-73.623227,55
14S-432-AM-S,45.608816,-73.62247,19
14S-380-01-O,45.608816,-73.62247,20
14S-353-01-O,45.608816,-73.62247,35
14S-69-01-O,45.608816,-73.62247,12
14S-32-01-S,45.608816,-73.62247,11
14S-43-AB-O,45.600051,-73.620676,40
14S-43-AB-E,45.606402,-73.61943,35
14S-33-SO-N,45.606402,-73.61943,46
14S-33-JO-N,45.606402,-73.61943,42
14S-432-PM-N,45.624941,-73.618722,23
14S-432-HC-N,45.624941,-73.618722,23
14S-353-01-E,45.624941,-73.618722,69
14S-48-AC-E,45.624941,-73.618722,24
14S-48-AB-E,45.624941,-73.618722,24
14S-353-01-O,45.605647,-73.619118,37
14S-43-AB-O,45.605647,-73.619118,35
14S-33-SO-S,45.605647,-73.619118,20
14S-33-JO-S,45.605647,-73.619118,20
14S-32-01-S,45.605647,-73.619118,13
14S-33-SO-S,45.619878,-73.617947,9
14S-33-JO-S,45.619878,-73.617947,9
14S-440-PM-O,45.600227,-73.618267,5
14S-353-01-E,45.603143,-73.615951,55
14S-33-SO-N,45.603143,-73.615951,43
14S-33-JO-N,45.603143,-73.615951,39
14S-32-01-N,45.603143,-73.615951,37
14S-439-AM-S,45.614722,-73.611899,2
14S-69-01-O,45.614722,-73.611899,4
14S-17-01-S,45.477094,-73.586718,49
14S-17-01-N,45.477094,-73.586718,1
14S-78-01-O,45.463472,-73.58797,23
14S-361-01-N,45.524852,-73.584511,22
14S-30-01-N,45.524852,-73.584511,16
14S-355-01-N,45.563792,-73.583289,63
14S-139-JO-N,45.563792,-73.583289,24
14S-427-AM-O,45.530406,-73.584234,12
14S-27-LC-O,45.530406,-73.584234,9
14S-27-JO-O,45.530406,-73.584234,20
14S-14-01-N,45.530406,-73.584234,21
14S-371-01-S,45.478222,-73.585068,69
14S-191-01-E,45.478222,-73.585068,90
14S-78-01-E,45.478222,-73.585068,34
14S-94-01-S,45.545145,-73.583383,15
14S-25-01-S,45.545145,-73.583383,12
14S-435-JO-O,45.496465,-73.584014,44
14S-369-01-N,45.496465,-73.584014,9
14S-166-PM-N,45.496465,-73.584014,7
14S-166-L2-N,45.496465,-73.584014,4
14S-166-JO-N,45.496465,-73.584014,4
14S-165-JO-N,45.496465,-73.584014,3
14S-66-PM-N,45.496465,-73.584014,6
14S-66-JO-N,45.496465,-73.584014,3
14S-360-01-O,45.502859,-73.583546,33
14S-144-01-O,45.502859,-73.583546,19
14S-37-01-S,45.463554,-73.584895,28
14S-57-01-E,45.490356,-73.583208,5
14S-448-AM-O,45.638741,-73.58018,10
14S-353-01-O,45.638741,-73.58018,8
14S-49-AM-O,45.638741,-73.58018,17
14S-49-01-O,45.638741,-73.58018,31
14S-101-01-O,45.466816,-73.584158,15
14S-95-01-E,45.57229,-73.58084,25
14S-360-01-E,45.501106,-73.582028,14
14S-144-01-E,45.501106,-73.582028,14
14S-370-01-O,45.553432,-73.58041,35
14S-197-JO-O,45.553432,-73.58041,24
14S-95-01-E,45.573793,-73.579535,26
14S-449-PM-N,45.650655,-73.577263,62
14S-449-HC-N,45.650655,-73.577263,38
14S-372-SO-E,45.650655,-73.577263,100
14S-49-01-E,45.650655,-73.577263,42
14S-43-AB-E,45.650655,-73.577263,66
14S-18-JO-E,45.562413,-73.579698,28
14S-358-01-E,45.491749,-73.581544,2
14S-57-01-E,45.491749,-73.581544,6
14S-15-JO-E,45.491749,-73.581544,2
14S-359-01-N,45.535176,-73.579256,15
14S-45-01-N,45.535176,-73.579256,15
14S-29-JO-E,45.519698,-73.58005,11
14S-370-01-O,45.555525,-73.578574,34
14S-197-JO-O,45.555525,-73.578574,23
14S-18-JO-O,45.564553,-73.578201,33
14S-129-SO-N,45.508273,-73.618946,32
14S-129-S2-N,45.508273,-73.618946,37
14S-129-JO-N,45.508273,-73.618946,37
14S-368-01-E,45.511608,-73.615159,54
14S-119-01-N,45.511608,-73.615159,10
14S-51-JO-E,45.511608,-73.615159,39
14S-368-01-E,45.514038,-73.61099,56
14S-129-SO-S,45.514038,-73.61099,23
14S-129-S2-S,45.514038,-73.61099,24
14S-129-JO-S,45.514038,-73.61099,24
14S-119-01-N,45.514038,-73.61099,12
14S-51-JO-E,45.514038,-73.61099,41
14S-129-SO-S,45.515679,-73.593541,29
14S-129-S2-S,45.515679,-73.593541,30
14S-129-JO-S,45.515679,-73.593541,30
14S-129-SO-N,45.515856,-73.593691,22
14S-129-S2-N,45.515856,-73.593691,27
14S-129-JO-N,45.515856,-73.593691,27
14S-124-01-S,45.480663,-73.611,43
14S-355-01-N,45.551498,-73.544523,49
14S-139-JO-N,45.551498,-73.544523,10
14S-362-01-O,45.558048,-73.544722,110
14S-85-JO-O,45.558048,-73.544722,53
14S-32-01-N,45.575868,-73.543653,11
14S-355-01-N,45.547028,-73.543588,45
14S-125-LC-E,45.547028,-73.543588,12
14S-125-JO-E,45.547028,-73.543588,33
14S-183-01-E,45.672982,-73.540257,37
14S-353-01-O,45.560764,-73.543179,68
14S-125-LC-O,45.560764,-73.543179,8
14S-125-JO-O,45.560764,-73.543179,9
14S-34-JO-O,45.560764,-73.543179,12
14S-370-01-O,45.584508,-73.542309,9
14S-364-01-O,45.584508,-73.542309,41
14S-185-01-O,45.584508,-73.542309,23
14S-22-01-O,45.57098,-73.54117,44
14S-139-JO-N,45.55038,-73.540998,8
14S-370-01-E,45.588475,-73.53962,87
14S-364-01-E,45.588475,-73.53962,62
14S-185-01-E,45.588475,-73.53962,31
14S-449-HC-S,45.665455,-73.537088,6
14S-449-AM-S,45.665455,-73.537088,6
14S-141-JO-O,45.60712,-73.538042,11
14S-353-01-O,45.54126,-73.539987,82
14S-34-JO-O,45.54126,-73.539987,26
14S-353-01-E,45.54097,-73.539911,7
14S-34-JO-E,45.54097,-73.539911,11
14S-32-01-N,45.574337,-73.538907,9
